# Created by Octave 3.0.1, Fri Feb 13 17:46:31 2009 CST <agam@localhost>
# name: set4
# type: matrix
# rows: 200
# columns: 2
 3.969849246231156 1.008692872827001
 5.778894472361809 0.9613524634187072
 6.78391959798995 2.044366731847647
 9.49748743718593 0.19929691650573
 3.467336683417086 2.511682986077576
 0.1507537688442211 0.09925405959597407
 8.090452261306533 0.8282333344145816
 5.326633165829146 0.8820193675077663
 9.296482412060302 0.3540292540368054
 7.939698492462312 1.312230668708114
 2.864321608040201 4.28621366152549
 9.346733668341709 0.1875855614133842
 5.075376884422111 -0.2187850424812959
 9.949748743718594 0.1792783253909544
 9.447236180904524 -0.03081774218722124
 6.834170854271357 1.942048330088258
 2.361809045226131 1.890520588746911
 6.482412060301508 1.485540060307909
 8.391959798994975 0.7581034031805319
 0.3015075376884422 0.4135805118688594
 0.3517587939698493 -0.1803112287434785
 5.276381909547739 0.751806079297924
 9.396984924623116 0.3026382037251826
 0.5527638190954774 -0.1333856349976072
 4.371859296482413 -0.3908336572190664
 0.6030150753768845 -0.1558567327832651
 1.85929648241206 0.3282506800627903
 0 0.3412041406248465
 3.065326633165829 4.128772738242025
 1.457286432160804 -0.2377912207080818
 8.542713567839197 0.628857232790453
 4.472361809045227 0.1324678157007502
 2.814070351758794 3.629963528880279
 1.306532663316583 -0.1047195238600423
 3.266331658291457 3.387633016323594
 3.165829145728643 3.295132133041012
 2.010050251256282 0.4695134705119544
 1.507537688442211 -0.02746869047260425
 4.723618090452262 0.4718182156148193
 8.643216080402011 0.5280036019983426
 1.959798994974874 0.5330607538890639
 7.386934673366834 1.336913875663218
 6.884422110552764 1.862829869631061
 2.412060301507538 2.130660138869497
 5.376884422110553 0.4879640800587186
 7.336683417085427 2.196598701596076
 2.110552763819096 0.9075064320289112
 6.030150753768845 1.347935929085137
 4.773869346733669 0.3879462888732393
 5.628140703517588 0.4302344849157099
 5.025125628140704 0.4875005692978448
 7.788944723618091 1.386936827914619
 4.271356783919598 0.06954387397065201
 6.331658291457287 1.582089986403375
 1.708542713567839 0.0787435670736928
 4.170854271356784 -0.2285178321035199
 1.758793969849246 -0.114464212439977
 9.597989949748744 0.3238160190976022
 7.185929648241206 2.02462984466896
 0.7537688442211056 0.1454619785096621
 8.190954773869347 0.846593437603005
 0.4020100502512563 -0.2569766867285913
 3.618090452261307 2.573949757683585
 3.5678391959799 1.942536318406017
 6.180904522613066 1.391131137166991
 3.316582914572864 3.469134291870277
 1.005025125628141 0.1787038363234284
 9.748743718592966 -0.3330710373899153
 3.869346733668342 1.483828083110248
 9.84924623115578 -0.7470328910792416
 7.587939698492463 1.893066874493628
 5.226130653266332 0.3872822130378137
 1.206030150753769 -0.01139963016404522
 7.487437185929648 1.376945820807191
 4.874371859296483 0.239143977012991
 4.120603015075377 0.525336226138149
 8.693467336683417 0.2953008911832922
 3.768844221105528 1.305896053176676
 4.824120603015076 0.4115919553623674
 7.63819095477387 1.559016012470061
 4.221105527638191 0.6502335737663214
 4.07035175879397 0.1516898464077048
 5.929648241206031 1.037094446092893
 6.28140703517588 1.458719626710192
 9.145728643216081 0.08142623017211745
 6.532663316582915 1.700632002017014
 9.246231155778895 0.2013748281539652
 2.060301507537689 0.390152283158218
 9.547738693467338 -0.0178080738372467
 3.718592964824121 1.769281357792347
 2.261306532663317 0.8150791948720173
 2.512562814070352 2.511628162404023
 2.462311557788945 2.599446067029211
 0.9045226130653267 -0.3351137403939465
 0.05025125628140704 0.1578070659460807
 4.673366834170855 0.3119466702529946
 6.582914572864322 1.667824860591244
 0.9547738693467337 -0.05365444302965636
 7.437185929648241 1.801983789258342
 4.522613065326634 -0.02466980679744413
 7.236180904522613 1.676328374853419
 9.095477386934673 0.3082516524719496
 1.658291457286432 0.1146013593987728
 2.964824120603015 3.552791351388619
 6.683417085427136 1.783135762620367
 5.527638190954774 0.7649270333356286
 1.155778894472362 0.155752417870747
 4.572864321608041 -0.459606669505272
 1.909547738693467 0.0865952475489149
 0.2010050251256282 0.2073804627680623
 0.6532663316582915 -0.2789295701878605
 3.417085427135679 3.27198742739613
 9.798994974874372 -0.1657050119926495
 5.728643216080402 0.7091448447180616
 6.733668341708543 1.56233289183778
 9.045226130653267 0.02824553687827436
 5.477386934673367 0.8007455539994937
 8.793969849246231 0.4170073591962864
 1.256281407035176 0.06342132999406391
 6.381909547738694 1.386316382035654
