1 1 1 12
1 1 2 15
1 1 3 18
1 1 4 21
1 1 5 24
1 1 6 27
1 1 7 30
1 1 8 33
1 1 9 36
1 2 1 16
1 2 2 19
1 2 3 22
1 2 4 25
1 2 5 28
1 2 6 31
1 2 7 34
1 2 8 37
1 2 9 40
1 3 1 20
1 3 2 23
1 3 3 26
1 3 4 29
1 3 5 32
1 3 6 35
1 3 7 38
1 3 8 41
1 3 9 44
1 4 1 24
1 4 2 27
1 4 3 30
1 4 4 33
1 4 5 36
1 4 6 39
1 4 7 42
1 4 8 45
1 4 9 48
1 5 1 28
1 5 2 31
1 5 3 34
1 5 4 37
1 5 5 40
1 5 6 43
1 5 7 46
1 5 8 49
1 5 9 52
1 6 1 32
1 6 2 35
1 6 3 38
1 6 4 41
1 6 5 44
1 6 6 47
1 6 7 50
1 6 8 53
1 6 9 56
1 7 1 36
1 7 2 39
1 7 3 42
1 7 4 45
1 7 5 48
1 7 6 51
1 7 7 54
1 7 8 57
1 7 9 60
1 8 1 40
1 8 2 43
1 8 3 46
1 8 4 49
1 8 5 52
1 8 6 55
1 8 7 58
1 8 8 61
1 8 9 64
1 9 1 44
1 9 2 47
1 9 3 50
1 9 4 53
1 9 5 56
1 9 6 59
1 9 7 62
1 9 8 65
1 9 9 68
2 1 1 17
2 1 2 20
2 1 3 23
2 1 4 26
2 1 5 29
2 1 6 32
2 1 7 35
2 1 8 38
2 1 9 41
2 2 1 21
2 2 2 24
2 2 3 27
2 2 4 30
2 2 5 33
2 2 6 36
2 2 7 39
2 2 8 42
2 2 9 45
2 3 1 25
2 3 2 28
2 3 3 31
2 3 4 34
2 3 5 37
2 3 6 40
2 3 7 43
2 3 8 46
2 3 9 49
2 4 1 29
2 4 2 32
2 4 3 35
2 4 4 38
2 4 5 41
2 4 6 44
2 4 7 47
2 4 8 50
2 4 9 53
2 5 1 33
2 5 2 36
2 5 3 39
2 5 4 42
2 5 5 45
2 5 6 48
2 5 7 51
2 5 8 54
2 5 9 57
2 6 1 37
2 6 2 40
2 6 3 43
2 6 4 46
2 6 5 49
2 6 6 52
2 6 7 55
2 6 8 58
2 6 9 61
2 7 1 41
2 7 2 44
2 7 3 47
2 7 4 50
2 7 5 53
2 7 6 56
2 7 7 59
2 7 8 62
2 7 9 65
2 8 1 45
2 8 2 48
2 8 3 51
2 8 4 54
2 8 5 57
2 8 6 60
2 8 7 63
2 8 8 66
2 8 9 69
2 9 1 49
2 9 2 52
2 9 3 55
2 9 4 58
2 9 5 61
2 9 6 64
2 9 7 67
2 9 8 70
2 9 9 73
3 1 1 22
3 1 2 25
3 1 3 28
3 1 4 31
3 1 5 34
3 1 6 37
3 1 7 40
3 1 8 43
3 1 9 46
3 2 1 26
3 2 2 29
3 2 3 32
3 2 4 35
3 2 5 38
3 2 6 41
3 2 7 44
3 2 8 47
3 2 9 50
3 3 1 30
3 3 2 33
3 3 3 36
3 3 4 39
3 3 5 42
3 3 6 45
3 3 7 48
3 3 8 51
3 3 9 54
3 4 1 34
3 4 2 37
3 4 3 40
3 4 4 43
3 4 5 46
3 4 6 49
3 4 7 52
3 4 8 55
3 4 9 58
3 5 1 38
3 5 2 41
3 5 3 44
3 5 4 47
3 5 5 50
3 5 6 53
3 5 7 56
3 5 8 59
3 5 9 62
3 6 1 42
3 6 2 45
3 6 3 48
3 6 4 51
3 6 5 54
3 6 6 57
3 6 7 60
3 6 8 63
3 6 9 66
3 7 1 46
3 7 2 49
3 7 3 52
3 7 4 55
3 7 5 58
3 7 6 61
3 7 7 64
3 7 8 67
3 7 9 70
3 8 1 50
3 8 2 53
3 8 3 56
3 8 4 59
3 8 5 62
3 8 6 65
3 8 7 68
3 8 8 71
3 8 9 74
3 9 1 54
3 9 2 57
3 9 3 60
3 9 4 63
3 9 5 66
3 9 6 69
3 9 7 72
3 9 8 75
3 9 9 78
4 1 1 27
4 1 2 30
4 1 3 33
4 1 4 36
4 1 5 39
4 1 6 42
4 1 7 45
4 1 8 48
4 1 9 51
4 2 1 31
4 2 2 34
4 2 3 37
4 2 4 40
4 2 5 43
4 2 6 46
4 2 7 49
4 2 8 52
4 2 9 55
4 3 1 35
4 3 2 38
4 3 3 41
4 3 4 44
4 3 5 47
4 3 6 50
4 3 7 53
4 3 8 56
4 3 9 59
4 4 1 39
4 4 2 42
4 4 3 45
4 4 4 48
4 4 5 51
4 4 6 54
4 4 7 57
4 4 8 60
4 4 9 63
4 5 1 43
4 5 2 46
4 5 3 49
4 5 4 52
4 5 5 55
4 5 6 58
4 5 7 61
4 5 8 64
4 5 9 67
4 6 1 47
4 6 2 50
4 6 3 53
4 6 4 56
4 6 5 59
4 6 6 62
4 6 7 65
4 6 8 68
4 6 9 71
4 7 1 51
4 7 2 54
4 7 3 57
4 7 4 60
4 7 5 63
4 7 6 66
4 7 7 69
4 7 8 72
4 7 9 75
4 8 1 55
4 8 2 58
4 8 3 61
4 8 4 64
4 8 5 67
4 8 6 70
4 8 7 73
4 8 8 76
4 8 9 79
4 9 1 59
4 9 2 62
4 9 3 65
4 9 4 68
4 9 5 71
4 9 6 74
4 9 7 77
4 9 8 80
4 9 9 83
5 1 1 32
5 1 2 35
5 1 3 38
5 1 4 41
5 1 5 44
5 1 6 47
5 1 7 50
5 1 8 53
5 1 9 56
5 2 1 36
5 2 2 39
5 2 3 42
5 2 4 45
5 2 5 48
5 2 6 51
5 2 7 54
5 2 8 57
5 2 9 60
5 3 1 40
5 3 2 43
5 3 3 46
5 3 4 49
5 3 5 52
5 3 6 55
5 3 7 58
5 3 8 61
5 3 9 64
5 4 1 44
5 4 2 47
5 4 3 50
5 4 4 53
5 4 5 56
5 4 6 59
5 4 7 62
5 4 8 65
5 4 9 68
5 5 1 48
5 5 2 51
5 5 3 54
5 5 4 57
5 5 5 60
5 5 6 63
5 5 7 66
5 5 8 69
5 5 9 72
5 6 1 52
5 6 2 55
5 6 3 58
5 6 4 61
5 6 5 64
5 6 6 67
5 6 7 70
5 6 8 73
5 6 9 76
5 7 1 56
5 7 2 59
5 7 3 62
5 7 4 65
5 7 5 68
5 7 6 71
5 7 7 74
5 7 8 77
5 7 9 80
5 8 1 60
5 8 2 63
5 8 3 66
5 8 4 69
5 8 5 72
5 8 6 75
5 8 7 78
5 8 8 81
5 8 9 84
5 9 1 64
5 9 2 67
5 9 3 70
5 9 4 73
5 9 5 76
5 9 6 79
5 9 7 82
5 9 8 85
5 9 9 88
6 1 1 37
6 1 2 40
6 1 3 43
6 1 4 46
6 1 5 49
6 1 6 52
6 1 7 55
6 1 8 58
6 1 9 61
6 2 1 41
6 2 2 44
6 2 3 47
6 2 4 50
6 2 5 53
6 2 6 56
6 2 7 59
6 2 8 62
6 2 9 65
6 3 1 45
6 3 2 48
6 3 3 51
6 3 4 54
6 3 5 57
6 3 6 60
6 3 7 63
6 3 8 66
6 3 9 69
6 4 1 49
6 4 2 52
6 4 3 55
6 4 4 58
6 4 5 61
6 4 6 64
6 4 7 67
6 4 8 70
6 4 9 73
6 5 1 53
6 5 2 56
6 5 3 59
6 5 4 62
6 5 5 65
6 5 6 68
6 5 7 71
6 5 8 74
6 5 9 77
6 6 1 57
6 6 2 60
6 6 3 63
6 6 4 66
6 6 5 69
6 6 6 72
6 6 7 75
6 6 8 78
6 6 9 81
6 7 1 61
6 7 2 64
6 7 3 67
6 7 4 70
6 7 5 73
6 7 6 76
6 7 7 79
6 7 8 82
6 7 9 85
6 8 1 65
6 8 2 68
6 8 3 71
6 8 4 74
6 8 5 77
6 8 6 80
6 8 7 83
6 8 8 86
6 8 9 89
6 9 1 69
6 9 2 72
6 9 3 75
6 9 4 78
6 9 5 81
6 9 6 84
6 9 7 87
6 9 8 90
6 9 9 93
7 1 1 42
7 1 2 45
7 1 3 48
7 1 4 51
7 1 5 54
7 1 6 57
7 1 7 60
7 1 8 63
7 1 9 66
7 2 1 46
7 2 2 49
7 2 3 52
7 2 4 55
7 2 5 58
7 2 6 61
7 2 7 64
7 2 8 67
7 2 9 70
7 3 1 50
7 3 2 53
7 3 3 56
7 3 4 59
7 3 5 62
7 3 6 65
7 3 7 68
7 3 8 71
7 3 9 74
7 4 1 54
7 4 2 57
7 4 3 60
7 4 4 63
7 4 5 66
7 4 6 69
7 4 7 72
7 4 8 75
7 4 9 78
7 5 1 58
7 5 2 61
7 5 3 64
7 5 4 67
7 5 5 70
7 5 6 73
7 5 7 76
7 5 8 79
7 5 9 82
7 6 1 62
7 6 2 65
7 6 3 68
7 6 4 71
7 6 5 74
7 6 6 77
7 6 7 80
7 6 8 83
7 6 9 86
7 7 1 66
7 7 2 69
7 7 3 72
7 7 4 75
